province,date,retail_recreation,grocery_pharmacy,parks,transit,workplaces,residential,cases,cumulative_cases
Alberta,2020-02-15,7,3,24,7,-2,-1,0,0
Alberta,2020-02-16,10,-2,28,3,-3,-2,0,0
Alberta,2020-02-17,-7,-2,10,-40,-67,15,0,0
Alberta,2020-02-18,-1,1,-2,-9,-5,2,0,0
Alberta,2020-02-19,3,4,21,-7,-1,1,0,0
Alberta,2020-02-20,7,9,11,-6,-1,0,0,0
Alberta,2020-02-21,2,3,18,-1,2,0,0,0
Alberta,2020-02-22,8,7,19,4,5,-1,0,0
Alberta,2020-02-23,4,3,8,0,3,0,0,0
Alberta,2020-02-24,-1,1,1,3,4,0,0,0
Alberta,2020-02-25,2,3,13,2,5,0,1,1
Alberta,2020-02-26,5,7,8,1,5,-1,1,2
Alberta,2020-02-27,7,10,13,1,2,0,0,2
Alberta,2020-02-28,8,11,13,6,4,-1,2,4
Alberta,2020-02-29,5,7,8,4,5,0,10,14
Alberta,2020-03-01,8,10,13,4,4,-1,0,14
Alberta,2020-03-02,4,7,3,1,5,0,5,19
Alberta,2020-03-03,5,9,13,0,5,0,4,23
Alberta,2020-03-04,4,7,4,0,5,0,6,29
Alberta,2020-03-05,6,9,2,0,4,0,10,39
Alberta,2020-03-06,4,9,9,3,6,0,17,56
Alberta,2020-03-07,-2,2,-11,-6,3,2,18,74
Alberta,2020-03-08,-1,3,-10,-4,2,1,23,97
Alberta,2020-03-09,2,7,16,-1,4,0,22,119
Alberta,2020-03-10,2,5,9,-4,4,1,27,146
Alberta,2020-03-11,3,11,16,-5,4,1,49,195
Alberta,2020-03-12,4,29,-6,-8,2,1,31,226
Alberta,2020-03-13,-8,30,-28,-17,-3,5,33,259
Alberta,2020-03-14,-19,12,-45,-26,-5,7,42,301
Alberta,2020-03-15,-18,9,-28,-25,-7,5,57,358
Alberta,2020-03-16,-11,31,-13,-39,-22,9,61,419
Alberta,2020-03-17,-21,17,-12,-45,-29,13,67,486
Alberta,2020-03-18,-31,11,-24,-52,-35,16,56,542
Alberta,2020-03-19,-35,3,-28,-56,-39,18,79,621
Alberta,2020-03-20,-38,4,-9,-53,-40,19,40,661
Alberta,2020-03-21,-46,-9,8,-47,-30,13,29,690
Alberta,2020-03-22,-49,-21,16,-51,-34,11,64,754
Alberta,2020-03-23,-43,-11,-22,-63,-46,19,117,871
Alberta,2020-03-24,-48,-16,-31,-66,-49,22,97,968
Alberta,2020-03-25,-47,-11,-25,-66,-50,22,107,1075
Alberta,2020-03-26,-47,-12,-24,-68,-51,22,106,1181
Alberta,2020-03-27,-48,-11,-16,-65,-50,23,69,1250
Alberta,2020-03-28,-55,-21,-40,-63,-40,16,98,1348
Alberta,2020-03-29,-55,-29,-23,-63,-41,13,25,1373
Alberta,2020-03-30,-50,-22,-49,-71,-52,21,50,1423
Alberta,2020-03-31,-51,-21,-47,-70,-53,23,28,1451
Alberta,2020-04-01,-47,-13,-49,-71,-53,23,49,1500
Alberta,2020-04-02,-49,-15,-48,-72,-53,24,69,1569
Alberta,2020-04-03,-51,-16,-49,-71,-52,25,82,1651
Alberta,2020-04-04,-53,-20,-31,-63,-42,16,81,1732
Alberta,2020-04-05,-57,-33,-51,-69,-43,14,138,1870
Alberta,2020-04-06,-47,-17,-26,-69,-52,21,126,1996
Alberta,2020-04-07,-48,-15,-36,-70,-53,23,162,2158
Alberta,2020-04-08,-45,-8,-23,-69,-53,22,239,2397
Alberta,2020-04-09,-36,9,-10,-67,-54,21,165,2562
Alberta,2020-04-10,-57,-17,-37,-77,-78,32,241,2803
Alberta,2020-04-11,-52,-13,-44,-64,-45,16,105,2908
Alberta,2020-04-12,-63,-40,-43,-67,-46,14,187,3095
Alberta,2020-04-13,-48,-19,-19,-71,-59,23,306,3401
Alberta,2020-04-14,-46,-15,-30,-69,-53,23,319,3720
Alberta,2020-04-15,-45,-10,-37,-70,-53,23,297,4017
Alberta,2020-04-16,-41,-4,-5,-67,-53,22,215,4232
Alberta,2020-04-17,-45,-11,-28,-67,-52,24,243,4475
Alberta,2020-04-18,-49,-16,-21,-56,-38,15,216,4691
Alberta,2020-04-19,-47,-23,21,-54,-37,11,159,4850
Alberta,2020-04-20,-40,-12,17,-63,-51,19,315,5165
Alberta,2020-04-21,-41,-11,18,-64,-51,20,190,5355
Alberta,2020-04-22,-42,-9,-10,-66,-51,21,218,5573
Alberta,2020-04-23,-42,-8,-13,-66,-51,21,96,5669
Alberta,2020-04-24,-44,-9,4,-63,-50,21,93,5762
Alberta,2020-04-25,-45,-14,6,-52,-37,13,74,5836
Alberta,2020-04-26,-45,-20,8,-56,-38,11,57,5893
Alberta,2020-04-27,-41,-13,-11,-65,-50,19,70,5963
Alberta,2020-04-28,-39,-8,23,-63,-51,12,54,6017
Alberta,2020-04-29,-39,-5,19,-64,-51,20,81,6098
Alberta,2020-04-30,-40,-6,-12,-65,-51,20,59,6157
Alberta,2020-05-01,-39,-4,19,-58,-49,20,96,6253
Alberta,2020-05-02,-40,-7,55,-44,-34,10,47,6300
Alberta,2020-05-03,-44,-20,-1,-55,-34,10,45,6345
Alberta,2020-05-04,-40,-11,-27,-66,-50,19,62,6407
Alberta,2020-05-05,-34,0,49,-60,-49,18,50,6457
Alberta,2020-05-06,-36,-2,20,-62,-49,19,58,6515
Alberta,2020-05-07,-37,-2,6,-63,-49,19,72,6587
Alberta,2020-05-08,-40,-2,-1,-61,-47,20,57,6644
Alberta,2020-05-09,-38,4,24,-50,-30,10,39,6683
Alberta,2020-05-10,-37,-6,-9,-55,-29,8,33,6716
Alberta,2020-05-11,-38,-10,2,-62,-47,17,19,6735
Alberta,2020-05-12,-36,-7,22,-61,-47,18,33,6768
Alberta,2020-05-13,-31,3,57,-58,-46,17,32,6800
Alberta,2020-05-14,-30,3,22,-60,-47,,18,6818
British Columbia,2020-02-15,1,0,-4,2,-4,0,1,7
British Columbia,2020-02-16,12,2,41,10,-2,-2,0,7
British Columbia,2020-02-17,5,9,114,-21,-67,12,0,7
British Columbia,2020-02-18,6,8,60,1,1,0,0,7
British Columbia,2020-02-19,6,6,54,5,0,0,0,7
British Columbia,2020-02-20,6,8,56,0,0,0,1,8
British Columbia,2020-02-21,6,3,44,3,1,-1,0,8
British Columbia,2020-02-22,5,3,21,4,2,0,0,8
British Columbia,2020-02-23,3,0,-2,1,0,0,4,12
British Columbia,2020-02-24,1,4,22,0,2,0,1,13
British Columbia,2020-02-25,2,3,23,1,4,0,8,21
British Columbia,2020-02-26,2,4,32,3,2,0,0,21
British Columbia,2020-02-27,2,4,23,0,3,0,6,27
British Columbia,2020-02-28,5,4,18,2,3,-2,0,27
British Columbia,2020-02-29,7,8,39,7,3,-1,5,32
British Columbia,2020-03-01,7,7,31,6,2,-1,7,39
British Columbia,2020-03-02,-1,4,-8,-4,2,1,7,46
British Columbia,2020-03-03,3,7,27,-2,5,1,7,53
British Columbia,2020-03-04,5,6,56,4,2,-1,11,64
British Columbia,2020-03-05,1,3,13,-4,2,1,9,73
British Columbia,2020-03-06,7,6,54,4,4,-2,0,73
British Columbia,2020-03-07,3,4,11,0,2,0,30,103
British Columbia,2020-03-08,7,6,60,6,0,0,83,186
British Columbia,2020-03-09,1,6,48,-3,1,1,45,231
British Columbia,2020-03-10,0,2,14,-7,3,2,40,271
British Columbia,2020-03-11,3,8,53,-3,0,1,77,348
British Columbia,2020-03-12,2,18,37,-8,0,2,76,424
British Columbia,2020-03-13,0,27,10,-14,-2,2,0,424
British Columbia,2020-03-14,-7,21,9,-17,-4,4,48,472
British Columbia,2020-03-15,-6,15,58,-15,-8,3,145,617
British Columbia,2020-03-16,-6,34,55,-27,-24,8,42,659
British Columbia,2020-03-17,-16,27,80,-34,-31,12,66,725
British Columbia,2020-03-18,-27,17,87,-39,-39,14,67,792
British Columbia,2020-03-19,-34,6,81,-45,-43,16,92,884
British Columbia,2020-03-20,-38,1,77,-45,-44,16,0,884
British Columbia,2020-03-21,-48,-9,50,-46,-37,12,86,970
British Columbia,2020-03-22,-53,-21,8,-53,-41,12,43,1013
British Columbia,2020-03-23,-48,-16,-4,-58,-52,20,53,1066
British Columbia,2020-03-24,-50,-17,16,-61,-54,22,55,1121
British Columbia,2020-03-25,-49,-16,40,-58,-56,21,53,1174
British Columbia,2020-03-26,-54,-22,-18,-64,-57,23,29,1203
British Columbia,2020-03-27,-53,-22,-21,-64,-56,23,0,1203
British Columbia,2020-03-28,-60,-28,-37,-65,-48,17,63,1266
British Columbia,2020-03-29,-54,-28,27,-59,-47,13,25,1291
British Columbia,2020-03-30,-51,-25,-11,-64,-56,21,45,1336
British Columbia,2020-03-31,-48,-20,28,-62,-56,22,34,1370
British Columbia,2020-04-01,-50,-22,23,-63,-57,22,40,1410
British Columbia,2020-04-02,-51,-22,14,-65,-57,23,35,1445
British Columbia,2020-04-03,-50,-21,5,-63,-55,22,0,1445
British Columbia,2020-04-04,-54,-24,-1,-62,-47,16,45,1490
British Columbia,2020-04-05,-53,-30,31,-61,-47,13,27,1517
British Columbia,2020-04-06,-47,-23,36,-61,-55,20,44,1561
British Columbia,2020-04-07,-46,-19,67,-60,-55,21,14,1575
British Columbia,2020-04-08,-46,-19,53,-59,-56,21,43,1618
British Columbia,2020-04-09,-39,-7,59,-59,-56,20,29,1647
British Columbia,2020-04-10,-52,-19,64,-67,-78,27,0,1647
British Columbia,2020-04-11,-51,-17,21,-58,-48,15,52,1699
British Columbia,2020-04-12,-57,-35,42,-60,-48,12,25,1724
British Columbia,2020-04-13,-49,-25,47,-65,-67,23,71,1795
British Columbia,2020-04-14,-44,-16,58,-60,-54,21,29,1824
British Columbia,2020-04-15,-43,-16,64,-58,-55,21,29,1853
British Columbia,2020-04-16,-43,-16,70,-59,-54,21,95,1948
British Columbia,2020-04-17,-45,-18,28,-59,-53,21,0,1948
British Columbia,2020-04-18,-49,-19,38,-53,-41,14,50,1998
British Columbia,2020-04-19,-49,-26,41,-56,-42,11,55,2053
British Columbia,2020-04-20,-44,-18,54,-58,-53,19,34,2087
British Columbia,2020-04-21,-44,-16,47,-60,-52,20,25,2112
British Columbia,2020-04-22,-47,-18,2,-61,-54,21,33,2145
British Columbia,2020-04-23,-45,-14,46,-58,-53,21,26,2171
British Columbia,2020-04-24,-46,-15,39,-57,-51,19,0,2171
British Columbia,2020-04-25,-50,-16,7,-56,-41,15,53,2224
British Columbia,2020-04-26,-49,-22,25,-57,-42,12,8,2232
British Columbia,2020-04-27,-44,-15,41,-58,-52,19,23,2255
British Columbia,2020-04-28,-44,-13,32,-59,-52,13,31,2286
British Columbia,2020-04-29,-46,-14,23,-58,-53,20,29,2315
British Columbia,2020-04-30,-43,-9,65,-56,-52,20,15,2330
British Columbia,2020-05-01,-42,-10,65,-54,-50,18,0,2330
British Columbia,2020-05-02,-50,-16,-15,-58,-41,15,23,2353
British Columbia,2020-05-03,-45,-16,43,-53,-38,11,7,2360
British Columbia,2020-05-04,-42,-12,42,-57,-50,18,17,2377
British Columbia,2020-05-05,-39,-6,115,-54,-49,18,15,2392
British Columbia,2020-05-06,-41,-8,57,-55,-51,19,15,2407
British Columbia,2020-05-07,-39,-4,103,-54,-50,18,21,2428
British Columbia,2020-05-08,-37,-1,118,-51,-48,16,0,2428
British Columbia,2020-05-09,-39,3,84,-45,-35,10,16,2444
British Columbia,2020-05-10,-34,-3,104,-44,-32,6,2,2446
British Columbia,2020-05-11,-40,-9,64,-54,-49,17,21,2467
British Columbia,2020-05-12,-41,-7,45,-57,-48,19,12,2479
British Columbia,2020-05-13,-40,-6,54,-55,-49,18,28,2507
British Columbia,2020-05-14,-39,-3,80,-54,-48,,10,2517
Manitoba,2020-02-15,5,2,20,1,1,0,0,0
Manitoba,2020-02-16,10,0,26,-4,-4,-2,0,0
Manitoba,2020-02-17,-19,-24,60,-37,-69,17,0,0
Manitoba,2020-02-18,3,6,4,-5,-1,1,0,0
Manitoba,2020-02-19,0,-1,0,-9,0,1,0,0
Manitoba,2020-02-20,9,12,28,-7,2,0,0,0
Manitoba,2020-02-21,5,3,28,-2,0,0,0,0
Manitoba,2020-02-22,8,3,63,11,7,-1,0,0
Manitoba,2020-02-23,5,4,45,1,2,-1,0,0
Manitoba,2020-02-24,5,1,12,2,2,1,0,0
Manitoba,2020-02-25,1,3,10,-1,4,1,0,0
Manitoba,2020-02-26,8,5,3,4,4,0,0,0
Manitoba,2020-02-27,11,10,12,-4,6,0,0,0
Manitoba,2020-02-28,6,5,4,1,3,0,0,0
Manitoba,2020-02-29,11,7,16,8,7,0,0,0
Manitoba,2020-03-01,5,5,4,3,3,0,0,0
Manitoba,2020-03-02,1,1,0,-2,3,1,0,0
Manitoba,2020-03-03,7,7,15,2,4,0,1,1
Manitoba,2020-03-04,2,1,3,-2,3,1,3,4
Manitoba,2020-03-05,4,8,10,2,3,1,0,4
Manitoba,2020-03-06,7,2,-2,-1,2,0,3,7
Manitoba,2020-03-07,10,7,16,6,6,0,1,8
Manitoba,2020-03-08,4,2,-2,-4,2,1,7,15
Manitoba,2020-03-09,4,2,3,-5,3,1,2,17
Manitoba,2020-03-10,4,7,14,-1,4,1,0,17
Manitoba,2020-03-11,7,8,9,-3,4,0,0,17
Manitoba,2020-03-12,12,33,5,-6,5,0,2,19
Manitoba,2020-03-13,4,41,-14,-12,-5,3,0,19
Manitoba,2020-03-14,-7,23,-23,-12,1,4,1,20
Manitoba,2020-03-15,-18,3,-20,-22,-7,4,1,21
Manitoba,2020-03-16,-11,18,-19,-29,-11,7,14,35
Manitoba,2020-03-17,-19,19,-16,-31,-17,10,1,36
Manitoba,2020-03-18,-25,13,-28,-41,-23,12,3,39
Manitoba,2020-03-19,-29,12,-27,-48,-27,14,25,64
Manitoba,2020-03-20,-31,8,-31,-46,-31,15,8,72
Manitoba,2020-03-21,-45,-9,-25,-41,-24,12,24,96
Manitoba,2020-03-22,-51,-21,-16,-50,-32,10,7,103
Manitoba,2020-03-23,-41,-11,-3,-54,-40,17,24,127
Manitoba,2020-03-24,-45,-11,-32,-57,-42,19,40,167
Manitoba,2020-03-25,-45,-14,-19,-57,-43,19,15,182
Manitoba,2020-03-26,-43,-7,-18,-60,-43,20,12,194
Manitoba,2020-03-27,-40,-5,-14,-57,-44,20,9,203
Manitoba,2020-03-28,-46,-13,-9,-50,-33,13,1,204
Manitoba,2020-03-29,-49,-21,-9,-56,-36,11,13,217
Manitoba,2020-03-30,-38,-12,4,-57,-47,18,4,221
Manitoba,2020-03-31,-36,-4,2,-58,-47,19,3,224
Manitoba,2020-04-01,-46,-14,-24,-62,-49,20,6,230
Manitoba,2020-04-02,-59,-28,-55,-68,-52,24,12,242
Manitoba,2020-04-03,-55,-24,-60,-65,-54,25,0,242
Manitoba,2020-04-04,-54,-23,-52,-57,-37,16,2,244
Manitoba,2020-04-05,-54,-29,-30,-61,-40,12,0,244
Manitoba,2020-04-06,-43,-17,-16,-61,-48,20,2,246
Manitoba,2020-04-07,-44,-9,-11,-59,-49,21,4,250
Manitoba,2020-04-08,-43,-12,-36,-62,-49,21,0,250
Manitoba,2020-04-09,-27,21,-26,-59,-49,19,3,253
Manitoba,2020-04-10,-75,-63,-7,-73,-82,33,0,253
Manitoba,2020-04-11,-42,0,-42,-55,-38,15,1,254
Manitoba,2020-04-12,-74,-63,-35,-65,-47,13,1,255
Manitoba,2020-04-13,-44,-16,-38,-68,-57,23,2,257
Manitoba,2020-04-14,-43,-10,-25,-60,-48,21,5,262
Manitoba,2020-04-15,-38,-10,-19,-59,-48,20,1,263
Manitoba,2020-04-16,-39,-6,-15,-60,-47,21,4,267
Manitoba,2020-04-17,-39,-10,-2,-58,-48,21,4,271
Manitoba,2020-04-18,-48,-19,-42,-56,-33,14,1,272
Manitoba,2020-04-19,-49,-27,-19,-61,-36,11,0,272
Manitoba,2020-04-20,-42,-16,-27,-61,-46,19,1,273
Manitoba,2020-04-21,-42,-12,-11,-60,-47,20,2,275
Manitoba,2020-04-22,-38,-9,21,-57,-46,19,4,279
Manitoba,2020-04-23,-36,-3,39,-57,-45,18,0,279
Manitoba,2020-04-24,-39,-10,8,-56,-46,19,1,280
Manitoba,2020-04-25,-46,-18,-29,-53,-31,13,0,280
Manitoba,2020-04-26,-44,-22,14,-55,-34,9,1,281
Manitoba,2020-04-27,-34,-10,35,-56,-45,17,2,283
Manitoba,2020-04-28,-36,-5,-9,-55,-46,13,0,283
Manitoba,2020-04-29,-31,-2,43,-52,-45,17,1,284
Manitoba,2020-04-30,-30,1,49,-54,-44,17,0,284
Manitoba,2020-05-01,-37,-10,-22,-58,-45,20,3,287
Manitoba,2020-05-02,-42,-14,-23,-50,-29,12,2,289
Manitoba,2020-05-03,-39,-16,18,-53,-30,8,0,289
Manitoba,2020-05-04,-28,-9,23,-55,-42,16,0,289
Manitoba,2020-05-05,-27,0,52,-50,-42,16,0,289
Manitoba,2020-05-06,-26,-2,45,-51,-42,16,0,289
Manitoba,2020-05-07,-25,4,27,-55,-41,17,0,289
Manitoba,2020-05-08,-28,0,20,-53,-42,17,0,289
Manitoba,2020-05-09,-29,3,10,-45,-23,10,1,290
Manitoba,2020-05-10,-27,-4,22,-51,-24,6,0,290
Manitoba,2020-05-11,-27,-7,27,-53,-41,16,0,290
Manitoba,2020-05-12,-26,0,73,-49,-40,15,0,290
Manitoba,2020-05-13,-29,-4,-20,-57,-41,17,2,292
Manitoba,2020-05-14,-24,7,13,-54,-40,,0,292
New Brunswick,2020-02-15,-3,-7,-13,11,-3,1,0,0
New Brunswick,2020-02-16,29,22,121,15,5,-4,0,0
New Brunswick,2020-02-17,-35,-50,83,-24,-64,14,0,0
New Brunswick,2020-02-18,2,12,-12,-1,1,0,0,0
New Brunswick,2020-02-19,-4,-5,-8,6,-1,1,0,0
New Brunswick,2020-02-20,4,1,-12,2,0,1,0,0
New Brunswick,2020-02-21,1,-4,-17,2,0,1,0,0
New Brunswick,2020-02-22,3,0,14,12,0,0,0,0
New Brunswick,2020-02-23,28,13,139,22,9,-4,0,0
New Brunswick,2020-02-24,3,-2,9,3,2,0,0,0
New Brunswick,2020-02-25,3,2,4,7,2,0,0,0
New Brunswick,2020-02-26,8,10,11,12,1,-1,0,0
New Brunswick,2020-02-27,-24,-10,-38,-20,-16,11,0,0
New Brunswick,2020-02-28,-3,-5,-17,8,-5,3,0,0
New Brunswick,2020-02-29,0,-1,6,22,1,-1,0,0
New Brunswick,2020-03-01,14,9,55,17,6,-2,0,0
New Brunswick,2020-03-02,6,-2,15,1,-17,2,0,0
New Brunswick,2020-03-03,7,-1,12,0,-16,2,1,1
New Brunswick,2020-03-04,1,-6,-20,-2,-18,4,0,1
New Brunswick,2020-03-05,8,0,4,-1,-17,3,1,2
New Brunswick,2020-03-06,3,-4,6,1,-17,3,4,6
New Brunswick,2020-03-07,0,-7,-19,8,-2,0,1,7
New Brunswick,2020-03-08,25,14,92,17,6,-3,1,8
New Brunswick,2020-03-09,2,0,-8,0,1,1,3,11
New Brunswick,2020-03-10,-12,-9,-14,-9,-10,6,0,11
New Brunswick,2020-03-11,4,3,-2,0,0,1,0,11
New Brunswick,2020-03-12,11,20,16,1,0,0,6,17
New Brunswick,2020-03-13,-8,28,-31,-12,-5,6,0,17
New Brunswick,2020-03-14,-14,12,-21,-5,-3,4,0,17
New Brunswick,2020-03-15,2,18,92,0,1,1,1,18
New Brunswick,2020-03-16,-6,17,-2,-18,-21,8,8,26
New Brunswick,2020-03-17,-27,6,-14,-26,-34,12,7,33
New Brunswick,2020-03-18,-32,-1,13,-30,-40,14,12,45
New Brunswick,2020-03-19,-31,5,13,-34,-43,16,6,51
New Brunswick,2020-03-20,-48,-14,-36,-44,-48,21,15,66
New Brunswick,2020-03-21,-55,-27,0,-38,-36,13,2,68
New Brunswick,2020-03-22,-47,-22,48,-39,-31,7,2,70
New Brunswick,2020-03-23,-47,-26,-4,-52,-51,18,11,81
New Brunswick,2020-03-24,-54,-29,-35,-54,-55,21,10,91
New Brunswick,2020-03-25,-48,-21,10,-50,-54,19,4,95
New Brunswick,2020-03-26,-49,-20,-12,-54,-55,21,3,98
New Brunswick,2020-03-27,-52,-22,-38,-60,-55,24,3,101
New Brunswick,2020-03-28,-54,-30,21,-41,-40,13,2,103
New Brunswick,2020-03-29,-42,-20,101,-47,-35,8,2,105
New Brunswick,2020-03-30,-49,-31,-24,-58,-55,20,3,108
New Brunswick,2020-03-31,-50,-27,-23,-60,-56,20,3,111
New Brunswick,2020-04-01,-52,-29,-42,-61,-57,22,1,112
New Brunswick,2020-04-02,-51,-28,-43,-61,-57,23,0,112
New Brunswick,2020-04-03,-50,-23,-42,-60,-56,25,2,114
New Brunswick,2020-04-04,-54,-32,-27,-55,-42,15,2,116
New Brunswick,2020-04-05,-43,-23,78,-53,-37,8,0,116
New Brunswick,2020-04-06,-44,-30,-3,-58,-56,20,1,117
New Brunswick,2020-04-07,-46,-24,-12,-57,-57,20,0,117
New Brunswick,2020-04-08,-42,-16,-7,-54,-57,20,0,117
New Brunswick,2020-04-09,-30,4,-16,-54,-57,20,1,118
New Brunswick,2020-04-10,-85,-79,-62,-81,-83,35,0,118
New Brunswick,2020-04-11,-48,-15,-40,-57,-41,15,0,118
New Brunswick,2020-04-12,-68,-64,70,-54,-45,10,0,118
New Brunswick,2020-04-13,-49,-36,-39,-66,-64,23,0,118
New Brunswick,2020-04-14,-40,-21,15,-52,-56,20,0,118
New Brunswick,2020-04-15,-38,-19,-1,-55,-56,20,0,118
New Brunswick,2020-04-16,-39,-21,-10,-54,-56,22,0,118
New Brunswick,2020-04-17,-43,-24,-24,-59,-55,24,0,118
New Brunswick,2020-04-18,-47,-30,-9,,-37,13,0,118
New Brunswick,2020-04-19,-34,-19,107,-43,-33,7,0,118
New Brunswick,2020-04-20,-34,-25,1,-53,-53,19,0,118
New Brunswick,2020-04-21,-34,-19,18,-51,-54,19,0,118
New Brunswick,2020-04-22,-42,-25,-29,-56,-55,21,0,118
New Brunswick,2020-04-23,-39,-20,-14,-52,-54,21,0,118
New Brunswick,2020-04-24,-40,-21,4,-51,-53,21,0,118
New Brunswick,2020-04-25,-40,-24,35,,-34,10,0,118
New Brunswick,2020-04-26,-24,-11,169,-39,-27,4,1,119
New Brunswick,2020-04-27,-33,-25,-17,-56,-51,18,1,120
New Brunswick,2020-04-28,-32,-16,-2,-50,-52,14,0,120
New Brunswick,2020-04-29,-29,-16,50,-47,-52,17,0,120
New Brunswick,2020-04-30,-28,-14,41,-45,-51,18,0,120
New Brunswick,2020-05-01,-36,-20,-15,-54,-51,20,0,120
New Brunswick,2020-05-02,-39,-24,8,,-33,11,0,120
New Brunswick,2020-05-03,-19,-9,223,-29,-25,3,0,120
New Brunswick,2020-05-04,-30,-22,-6,-53,-49,17,0,120
New Brunswick,2020-05-05,-33,-19,-12,-55,-50,18,0,120
New Brunswick,2020-05-06,-25,-10,76,-38,-48,15,0,120
New Brunswick,2020-05-07,-28,-12,31,-43,-49,17,0,120
New Brunswick,2020-05-08,-31,-11,18,-46,-47,18,0,120
New Brunswick,2020-05-09,-43,-18,-45,-56,-31,13,0,120
New Brunswick,2020-05-10,-14,7,72,-32,-17,4,0,120
New Brunswick,2020-05-11,-21,-15,90,-39,-44,14,0,120
New Brunswick,2020-05-12,-28,-15,-2,-48,-46,17,1,121
New Brunswick,2020-05-13,-19,-7,59,-33,-45,15,0,121
New Brunswick,2020-05-14,-17,-6,88,-32,-45,13,0,121
Newfoundland and Labrador,2020-02-15,-1,-2,-16,-1,-1,1,0,0
Newfoundland and Labrador,2020-02-16,15,0,26,13,14,-3,0,0
Newfoundland and Labrador,2020-02-17,5,3,35,6,-10,0,0,0
Newfoundland and Labrador,2020-02-18,-2,-3,-1,-3,-3,1,0,0
Newfoundland and Labrador,2020-02-19,-22,-21,-29,-19,-10,5,0,0
Newfoundland and Labrador,2020-02-20,2,-2,-16,3,-4,1,0,0
Newfoundland and Labrador,2020-02-21,0,-2,-2,4,31,2,0,0
Newfoundland and Labrador,2020-02-22,2,2,9,2,5,0,0,0
Newfoundland and Labrador,2020-02-23,24,4,55,18,20,-4,0,0
Newfoundland and Labrador,2020-02-24,4,5,77,13,4,-2,0,0
Newfoundland and Labrador,2020-02-25,0,4,23,9,2,0,0,0
Newfoundland and Labrador,2020-02-26,4,0,17,8,1,0,0,0
Newfoundland and Labrador,2020-02-27,6,6,0,0,2,-1,0,0
Newfoundland and Labrador,2020-02-28,-16,-13,-18,-12,19,8,0,0
Newfoundland and Labrador,2020-02-29,7,10,18,16,7,0,0,0
Newfoundland and Labrador,2020-03-01,16,9,27,18,17,-2,0,0
Newfoundland and Labrador,2020-03-02,-17,-12,0,-10,-25,7,0,0
Newfoundland and Labrador,2020-03-03,-1,1,-11,5,1,1,0,0
Newfoundland and Labrador,2020-03-04,-1,-6,-4,-3,0,1,0,0
Newfoundland and Labrador,2020-03-05,2,1,-18,0,-1,1,1,1
Newfoundland and Labrador,2020-03-06,8,7,8,8,36,0,0,1
Newfoundland and Labrador,2020-03-07,-4,10,-20,-12,2,4,0,1
Newfoundland and Labrador,2020-03-08,-16,-25,-16,15,6,2,2,3
Newfoundland and Labrador,2020-03-09,8,7,35,21,4,-1,0,3
Newfoundland and Labrador,2020-03-10,2,0,0,7,2,0,0,3
Newfoundland and Labrador,2020-03-11,-1,-5,-5,1,0,2,1,4
Newfoundland and Labrador,2020-03-12,8,14,-2,4,0,0,2,6
Newfoundland and Labrador,2020-03-13,8,29,23,4,29,1,3,9
Newfoundland and Labrador,2020-03-14,-8,15,-26,-11,-2,4,15,24
Newfoundland and Labrador,2020-03-15,13,25,18,11,11,-1,11,35
Newfoundland and Labrador,2020-03-16,8,46,62,-9,-20,3,32,67
Newfoundland and Labrador,2020-03-17,-11,23,25,-15,-23,7,15,82
Newfoundland and Labrador,2020-03-18,-23,13,-6,-25,-33,11,20,102
Newfoundland and Labrador,2020-03-19,-19,14,36,-24,-37,10,18,120
Newfoundland and Labrador,2020-03-20,-33,-1,0,-32,-17,14,15,135
Newfoundland and Labrador,2020-03-21,-46,-17,-27,-37,-26,12,13,148
Newfoundland and Labrador,2020-03-22,-38,-17,18,-19,-18,5,4,152
Newfoundland and Labrador,2020-03-23,-39,-10,55,-39,-46,12,23,175
Newfoundland and Labrador,2020-03-24,-51,-22,-14,-50,-54,17,8,183
Newfoundland and Labrador,2020-03-25,-66,-48,-38,-67,-62,21,12,195
Newfoundland and Labrador,2020-03-26,-51,-26,6,-56,-58,18,8,203
Newfoundland and Labrador,2020-03-27,-61,-38,-53,-70,-45,24,14,217
Newfoundland and Labrador,2020-03-28,-55,-26,-26,-49,-42,14,9,226
Newfoundland and Labrador,2020-03-29,-54,-38,-18,-60,-35,9,2,228
Newfoundland and Labrador,2020-03-30,-58,-33,-18,-63,-59,17,4,232
Newfoundland and Labrador,2020-03-31,-54,-33,-16,-58,-61,20,4,236
Newfoundland and Labrador,2020-04-01,-51,-30,-13,-62,-60,19,3,239
Newfoundland and Labrador,2020-04-02,-52,-29,-25,-67,-60,20,2,241
Newfoundland and Labrador,2020-04-03,-51,-24,-30,-61,-45,22,1,242
Newfoundland and Labrador,2020-04-04,-55,-27,-30,-62,-44,14,2,244
Newfoundland and Labrador,2020-04-05,-43,-25,23,-58,-33,8,0,244
Newfoundland and Labrador,2020-04-06,-47,-22,11,-60,-57,16,3,247
Newfoundland and Labrador,2020-04-07,-49,-24,-13,-60,-60,19,5,252
Newfoundland and Labrador,2020-04-08,-43,-17,5,-63,-59,18,4,256
Newfoundland and Labrador,2020-04-09,-32,0,4,-60,-60,17,0,256
Newfoundland and Labrador,2020-04-10,-81,-75,-45,-83,-74,30,0,256
Newfoundland and Labrador,2020-04-11,-45,-7,-28,-63,-43,14,0,256
